Stone Fire Pizza,['Pizza'],Hidden Valley Lake,95467,38.794579999999996,-122.5561,3.5,63,$$,9EGaRUZQnEleInYnY7JjTQ
Greenview Restaurant,"['American (Traditional)', 'Desserts', 'Breakfast & Brunch']",Hidden Valley Lake,95467,38.7961100696944,-122.555791417764,3.5,37,$$,fmsBtAGjka2PmI-i3-MIug
Crave Coffee House,['Restaurants'],Hidden Valley Lake,95467,38.7919427454472,-122.556662410498,4.0,1,NAN,2SvpmZm4iCC5F3qUu0ZfbA
Tnt's Frozen Yogurt & Deli,['Delis'],Hidden Valley Lake,95467,38.794579999999996,-122.5561,5.0,1,NAN,frJoI4IuQQRySMEKv_Ztrg
Subway,"['Sandwiches', 'Fast Food']",Hidden Valley Lake,95467,38.794579999999996,-122.5561,3.0,8,$,QJjBLrqaFqdgj_Bnzj4DJQ
Zamora Mini Market,"['Gas Stations', 'Sandwiches']",Zamora,95698,38.7946593740159,-121.87827974442699,3.5,19,$,ztXzShIWtjRuqQmDEltBdg
Cousins Maine Lobster - Sacramento,"['Seafood', 'Food Trucks']",Sacramento,95811,38.576209999999996,-121.48323,3.5,210,$$,m4r2Cms0xbz5II8W6CS1gA
Las Maracas Mexican Restaurant,['Mexican'],Knights Landing,95776,38.79846,-121.72153,4.5,20,$,lYrDm8vSFJpLgYNjfd7EPw
Wayside Market,"['Grocery', 'Delis', 'Mexican']",Knights Landing,95645,38.796051025390604,-121.722900390625,2.5,2,$,jQEVq9T96CeuaXluUpfyxQ
Mount St Helena Brewing,"['Breweries', 'Salad', 'American (Traditional)']",Middletown,95461,38.7519950866699,-122.61581420898399,3.5,48,$$,jI7KjPdK3M6OnQF6XADllg
Buddha Thai Restaurant,['Thai'],Middletown,95461,38.754306799999995,-122.6147749,4.5,93,$$,vNspqciLSh22oTD-P2yDTg
La Parrilla Mexican Grill,['Mexican'],Middletown,95461,38.7472891318633,-122.619491815567,4.5,80,$$,RHJEH_jsaBpLOqlLBg6BEw
Cowpoke Cafe,"['Breakfast & Brunch', 'Cafes', 'American (Traditional)']",Middletown,95461,38.752876,-122.61453200000001,4.0,114,$$,bav9AH6FnN3Hmb6-iB46gg
Su Garden,['Chinese'],Middletown,95461,38.748776987909004,-122.616259367979,3.5,26,NAN,YtcCtP6IQoYnpRAfaQNCyg
Rosales Market,"['Grocery', 'Mexican']",Middletown,95461,38.7517700195312,-122.615036010742,4.5,21,$,uVDcF-YKuKwtT6ia-4fJtA
Perry's Delicatessen and Catering,"['Caterers', 'Delis']",Middletown,95461,38.748222351074205,-122.616348266602,4.0,64,$,RP6K-zNK9PTP0VJl58PUmQ
Beulah's Kitchen,"['Breakfast & Brunch', 'Sandwiches']",Middletown,95461,38.752802,-122.61524399999999,4.0,52,$,AryswSxbgLIw240tYFoH-A
Jolly Kone,"['Hot Dogs', 'Ice Cream & Frozen Yogurt', 'American (Traditional)']",Middletown,95461,38.75494389019671,-122.612016,4.0,44,$,wdK68QhevBGWtmPbQ3xH1Q
Manzanita Restaurant,"['Breakfast & Brunch', 'American (Traditional)']",Middletown,95461,38.7327654749236,-122.624742910266,5.0,1,NAN,urTr5IB3YfZ0keA2-39cbg
C2 Steak & Seafood,"['Steakhouses', 'Seafood']",Brooks,95606,38.734297,-122.1429269,4.5,64,$$$,YyVSujNZAn3PO5KHJKl9yw
Chang Shou,['Chinese'],Brooks,95606,38.73462,-122.14041999999999,3.5,57,$$,TerLx55H-WaHVxVj1kr6_Q
Harvest Buffet,"['Buffets', 'American (Traditional)', 'Mexican']",Brooks,95606,38.73462,-122.14041999999999,3.0,129,$$,iYLGEUxownGaaMIsBGSwuA
Bahtenta Grill,['American (New)'],Capay,95607,38.736482642838794,-122.136452123523,4.0,2,NAN,CgwN4W0_WzeSThKlnt5M8w
Canyon Cafe,['American (Traditional)'],Brooks,95606,38.73462,-122.14041999999999,3.0,49,$$,uj6exrcBXxTlWctd6v5VUw
Asian Kitchen,['Asian Fusion'],Brooks,95606,38.735324859619105,-122.140884399414,3.0,23,$,GLxxQvJoUjvWSkEUpUfVlg
The Sports Page Pub & Grill,"['Sports Bars', 'Burgers', 'Pizza']",Brooks,95606,38.73462,-122.14041999999999,4.0,21,$$,H0BTPeaQjiePCXe8gli9Yg
Kung Fu Fat's Asia Cafe and Noodle House,"['Chinese', 'Noodles']",Brooks,95606,38.73462,-122.14041999999999,3.5,12,$$,hnAbkQWQ0KMovcKtbBKBkw
The Deli,"['American (Traditional)', 'Sandwiches', 'Soup']",Brooks,95606,38.73462,-122.14041999999999,3.0,8,$,qibkrAQ9zbQ1M-w6b-xmpg
Loco Express,['Mexican'],Brooks,95606,38.73462,-122.14041999999999,2.5,14,$$,z8Pk9un-E0PPNqFeGJGI8A
Casa Ruiz,['Mexican'],Woodland,95776,38.71712,-121.76749,5.0,6,NAN,x995VZzReY8yiH0lFluf8Q
Catelli's,"['American (New)', 'Italian', 'Bars']",Geyserville,95441,38.7066059,-122.9045721,4.5,617,$$,Wj8k1Rq86UywXZko-aalaA
Diavola Pizzeria & Salumeria,"['Italian', 'Pizza']",Geyserville,95441,38.7063593,-122.90420159999998,4.0,687,$$,gMwxfXT_QPTYicFfdQeeWg
Geyserville Grille,['American (Traditional)'],Geyserville,95441,38.713723,-122.91497,3.5,121,$$,00gDhXc0WHN-XqeUWv_Iog
Wero,['Tex-Mex'],Geyserville,95441,38.715447999999995,-122.923079,4.5,48,$$,AEQj8nCsfq8E7v59cMiWQg
"Rustic, Francis's Favorites","['Italian', 'American (New)', 'Pizza']",Geyserville,95441,38.680240000000005,-122.88752,4.0,669,$$,jEEp2Nimv9C7YeqwrNoSGQ
Krispy Krunchy Chicken,['Chicken Shop'],Geyserville,95441,38.70677,-122.90503000000001,4.0,4,NAN,KSvLI-yFoKVPEUr_4exOOA
Lonchera Los Compas,"['Food Stands', 'Mexican']",Geyserville,95441,38.71333,-122.91968,4.0,3,$,ZS9o3qiOmEcVXCQMm_nOGQ
Quail Run Buffet,['Buffets'],Geyserville,95441,38.698999996062796,-122.86221973801399,3.5,26,$$,aigMv_ngml92jA7XcCnHbw
Center Stage Bar and Grill,['American (New)'],Geyserville,95441,38.703331,-122.859624,3.0,8,NAN,xmn7JsaU1Ki3d19ft41mIw
Road Trip Bar & Grill,"['Bars', 'American (Traditional)', 'Breakfast & Brunch']",Capay,95607,38.706990000000005,-122.04858,4.5,98,$$,ZGIlBQFv2FFaJEqepm2PvQ
Hog Canyon Cafe,['Cafes'],Esparto,95627,38.6950660713032,-122.01580280096901,4.0,14,NAN,5uR8jwf_YKxElI5HbTSy1A
The Ravine on Sixteen,"['American (Traditional)', 'Chicken Wings']",Esparto,95627,38.694725,-122.0160568133,5.0,1,NAN,q1aEdJkvHZbOjOr9RXbQBA
Tacos Jesus Maria,"['Food Trucks', 'Mexican']",Esparto,95627,38.695461273193395,-122.01815032959,3.5,10,$,IDe3LKlKlgv0toYl_7Bq1w
Wygold Cafe,"['Breakfast & Brunch', 'Cafes', 'Sandwiches']",Esparto,95627,38.694885,-122.016419,4.0,1,NAN,umF8GpPxkQJMgRvXk5EF7Q
La Plazita Taqueria,['Mexican'],Madison,95653,38.6813285295014,-121.96769099999999,4.5,37,$,OVK3-KfOxNG5hNW8riDqKg
Doggeros,"['Burgers', 'Mexican']",Woodland,95695,38.67634,-121.77273000000001,4.0,48,NAN,x4cq08Vk2gRcZ-IrKSsWVQ
Mojo's Kitchen428,"['American (New)', 'Lounges', 'Gluten-Free']",Woodland,95695,38.67673679999999,-121.77326969999999,4.0,359,$$,Vzu6AYsu3Iof5vgx2bqRdQ
Pupuseria La Chicana,"['Mexican', 'Salvadoran']",Woodland,95695,38.6780222916329,-121.782438755035,4.5,300,$,mPKCC4DfGetWIEH83lhW3A
Las Brasas Tacos & Salsas,['Tacos'],Woodland,95695,38.6775927049914,-121.773440822526,4.0,271,$,GzQSi5vwAHtkVUEGTGu_bQ
The Elephant Shack,"['Breakfast & Brunch', 'Burgers', 'American (Traditional)']",Woodland,95695,38.6920649,-121.774752,4.0,257,$,Gk2MhVgnbkz6Nx5a-61EPA
Morgan's On Main,"['American (New)', 'Steakhouses', 'Comfort Food']",Woodland,95695,38.67719,-121.77242,4.0,242,$$,6fIsj_Suk_nn8YcDhth5xw
The Burger Saloon,"['Burgers', 'Beer Bar', 'Cocktail Bars']",Woodland,95695,38.677784,-121.77294199999999,4.0,447,$$,-y7coUui6uzoNmUPUsr1KA
Guinevere's Cafe & Bistro,"['Italian', 'Scandinavian']",Woodland,95695,38.6781999,-121.77166000000001,4.0,163,$$,OBMLQekQjYUIBF2HNFMa_A
Father Paddy's,"['Irish Pub', 'Comfort Food']",Woodland,95695,38.6776842,-121.77489080000001,4.0,195,$$,uvvloS1quHdsYVcG3zmRDw
Pete's Restaurant & Brewhouse,"['Pizza', 'American (Traditional)', 'Pubs']",Woodland,95695,38.67702,-121.78038000000001,4.0,271,$$,lHSD1USMKnhN8yiWL8ZWDQ
House of Shah,"['Afghan', 'Halal']",Woodland,95695,38.6773351,-121.7733683,4.5,196,$$,TUjpU3eMtXNJsnh6H2HCrw
Osaka Sushi Japanese Restaurant,"['Japanese', 'Sushi Bars']",Woodland,95695,38.67719,-121.77273000000001,4.0,226,$$,mLjvSYtaS_DL8Z5Ng4ijrQ
Ono Teriyaki,"['Hawaiian', 'Japanese']",Woodland,95776,38.684979999999996,-121.76493,4.0,146,$,201p5inZWJzr1T-2dM87WA
Chickpeas Kitchen - Woodlands,"['Kebab', 'Falafel', 'Middle Eastern']",Woodland,95695,38.67719,-121.77043,4.5,100,$,oEvI9veTa76X3iEwgA8pNQ
Morgan's Mill,"['Coffee & Tea', 'Waffles', 'Wine Bars']",Woodland,95695,38.678844899999994,-121.7662288,4.5,155,$$,OFTjDAXDAnANzJOMl60rHg
Sakura,"['Sushi Bars', 'Steakhouses']",Woodland,95695,38.6784556975466,-121.793680996169,3.5,122,$$,8Ygpx5EVwhCmVkzhzT9QsQ
Thai Pepper,['Thai'],Woodland,95695,38.677299623637,-121.770300418139,4.0,90,$$,hyUVryYv1kgz0xiwqZYGoA
Bangkok Cuisine Woodland,['Thai'],Woodland,95695,38.677721000000005,-121.773807,4.0,114,$$,bOx0Ua2izBbe8g9k8EGg1g
Swagat Indian Cuisine,['Indian'],Woodland,95695,38.679941,-121.78753,4.5,125,$$,TGIWvqH4zzcbnmKvU-FIbg
Golden Dragon Restaurant,['Chinese'],Woodland,95695,38.677524600000005,-121.8007584,3.5,127,$,vBVGgtpclNBYmHxil0QRgw
Fiattos Pizzeria,['Pizza'],Woodland,95695,38.677076,-121.800497,4.0,20,NAN,iuecHmRGoeeqDpcc5cx-PA
Scribbler's Coffeehouse,"['Coffee & Tea', 'Sandwiches', 'Breakfast & Brunch']",Woodland,95695,38.67718,-121.77385,4.5,23,NAN,U8C3TfUQYIscpDoDlndg7w
Rafael's Family Restaurant,"['American (Traditional)', 'Diners']",Woodland,95695,38.67818,-121.78353,4.0,40,$,JMhVSkK_xAXQexItAJat7A
Taqueria Guadalajara,['Mexican'],Woodland,95695,38.679613200000006,-121.7845175,4.0,152,$,f8tOeIFlkMTqEh57_mg1aQ
Brown's Corner Bar & Grill,"['Bars', 'American (Traditional)']",Woodland,95695,38.678090999999995,-121.802099,4.0,35,$$,0SN5OmVNmnlJBjskRttJgQ
Ranch Kitchen,['Breakfast & Brunch'],Woodland,95776,38.690241,-121.76488940000002,4.0,74,$,ui0cGsdqGAL-jnzZHWE7Lg
Quetzal,['Mexican'],Woodland,95695,38.67921,-121.78445,4.0,80,$,aDaRshTD2iYovrNRKeJ3BA
Wingstop,['Chicken Wings'],Woodland,95695,38.678548,-121.783565,3.0,28,$$,sBkZbrhyx1EH2nu0wsvyag
Corkwood Restaurant,['American (Traditional)'],Woodland,95695,38.67863,-121.78971000000001,3.5,55,$$,ghi6MsTnTPit0UT0pYz9Rg
Vince's Mexican Restaurant,['Mexican'],Woodland,95695,38.6779747009277,-121.790771484375,4.0,136,$$,0OaKGd6P7JYeFDJ9jmGhHg
The Black Pearl Bar & Grill,"['Food Trucks', 'American (New)', 'Breweries']",Woodland,95776,38.698211669921896,-121.767578125,4.0,4,$$,IJBK6Q95zcEdaULn8VTYsg
Hot dogs y elotes el primo,['Hot Dogs'],Woodland,95695,38.6785159317123,-121.77329711616001,3.5,10,$,-PyyA_nkLF_-Ulwimbfh2A
La Kora Taco Truck,"['Mexican', 'Food Trucks']",Woodland,95695,38.692,-121.78383000000001,4.5,63,$,1x4qoGOHUcRJeZg_zwP9-g
Sol Mexican Cuisine,['Mexican'],Woodland,95695,38.67628860473629,-121.80169677734399,3.5,136,$$,a6rHI43bgJNmlAjQjrq8pA
Maria's Cantina,"['Mexican', 'Latin American', 'Sports Bars']",Woodland,95695,38.678470000000004,-121.76700000000001,3.5,261,$$,0fZ-KSJlU9FVGSr_PPtimQ
El Charro,"['Mexican', 'Beer Bar']",Woodland,95695,38.677614899999995,-121.775531,4.0,86,$,kU1pVJ-9Klkcgfk9Rb5ksA
Denny's,"['Diners', 'American (Traditional)', 'Breakfast & Brunch']",Woodland,95695,38.700597475874794,-121.782961785793,2.0,55,$$,mXop3_BctkF4yKSHefZomA
Zitio Sports-Bar and Grill,"['Sports Bars', 'American (Traditional)']",Woodland,95776,38.68436,-121.76482,4.0,23,$,dpegGHR1-FW_6EAoROESxw
Judy's Grinder,"['Cheesesteaks', 'American (Traditional)', 'Sandwiches']",Woodland,95695,38.6780281066895,-121.797256469727,3.0,106,$,QaQme_JyXW5qEVyDxM_3dQ
Country Waffles,"['Breakfast & Brunch', 'Desserts']",Woodland,95695,38.6773109436035,-121.802108764648,4.0,88,$,AiXjHzknMjGdqPdtbiLtkw
China Smorgi,['Chinese'],Woodland,95695,38.67921,-121.78498,2.5,38,$,SbvPH0bHbQLU9JCH4yb3CA
Las  Milpas  Taqueria,['Mexican'],Woodland,95695,38.677241200000005,-121.773399,4.0,29,$$,2MWFuydGGmJ9UvarQ_OvOQ
La Frontera Bar And Grill,"['Bars', 'Mexican', 'Breakfast & Brunch']",Woodland,95695,38.67907,-121.76862,4.0,44,$,M9RFq4yV8E-zdFHSolGiSw
Nugget Markets,"['Grocery', 'Fruits & Veggies', 'Sandwiches']",Woodland,95695,38.678133,-121.78053700000001,4.0,109,$$,P3KBneAIKjaCBbmvhwZtkg
Hecho En Mexico Taqueria,"['Mexican', 'Seafood']",Woodland,95695,38.677946399999996,-121.78879040000001,3.5,48,$,1LMc-RmtEyTf5Qn8rlCa0w
Chicago Cafe,"['Chinese', 'American (Traditional)', 'Seafood']",Woodland,95695,38.67767,-121.775749,3.5,32,$,YiE4GHyA_tZMFkoTy9fogg
Savory Cafe,"['Breakfast & Brunch', 'Cafes', 'American (New)']",Woodland,95695,38.677654,-121.77107,3.0,223,$$,rIMyDW6AsDS4P9Z3nRha8w
Bella Bean Coffee,"['Cafes', 'Coffee & Tea']",Woodland,95695,38.677819899999996,-121.77088,4.0,28,$,3-qSf83uY5YqV0uUaJZUnw
McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']",Woodland,95695,38.678519,-121.78668200000001,2.0,34,$,7UtoP2ya3h-rgm5JeL0fLw
Steve's Pizza - Woodland,"['Pizza', 'Salad', 'Sandwiches']",Woodland,95695,38.677629138125404,-121.77123714259399,3.0,100,$$,vNbF8WaO77xEAiqKu5-gWg
Super Burrito & Taqueria,"['Mexican', 'Breakfast & Brunch']",Woodland,95695,38.6790149,-121.7881943,3.5,46,$,qx4b6w4lgwxcPwOqP65LFA
TogoÃ¢ÂÂs Sandwiches,"['Delis', 'Fast Food', 'Sandwiches']",Woodland,95695,38.677440000000004,-121.80093000000001,3.5,34,$,lOU-ibZwIIv3Sy3kEygplg
Carl's Jr.,"['Salad', 'Burgers', 'Fast Food']",Woodland,95695,38.67794,-121.7883,2.5,18,$,-X5oHsnhqTE1W9ra8kUUZg
Taco Bell,"['Fast Food', 'Mexican', 'Tex-Mex']",Woodland,95695,38.677985,-121.79378500000001,3.0,23,$,6uiPd9JWuDjZXfPAbCfU3g
Zitio Taco Truck,"['Food Trucks', 'Mexican']",Woodland,95695,38.6926500499249,-121.783913299441,3.5,3,$,KZcdOvwbcC9BpCtr5wNGyw
Rico's Pizza,['Pizza'],Woodland,95695,38.677341461181605,-121.79205322265601,2.5,61,$$,kWAfD1FXgqx-1W6B850Avw
Wienerschnitzel,"['Hot Dogs', 'Fast Food', 'Sandwiches']",Woodland,95695,38.67718,-121.78898000000001,3.5,18,$,kEHf4DMUKzJis387fnGj-Q
KFC,"['Fast Food', 'Chicken Wings', 'Chicken Shop']",Woodland,95695,38.6774,-121.788,2.5,14,$,rHcvKFgTJNkX7oLFftlh0Q
El Jalisciense Restaurant,['Mexican'],Woodland,95776,38.6775649,-121.76468020000002,3.5,39,$,AT8C-Stg-n-vHIvYK2kIvA
Mariscos Los Reyes,"['Mexican', 'Food Trucks']",Woodland,95695,38.6766126,-121.7649136,4.5,3,NAN,lvyaJT7dT18JVNysx-_qWA
Papa Murphy's,['Pizza'],Woodland,95695,38.678768,-121.783277,4.0,22,$,rn_RwRIrnyAIUl2f4j5mvA
Little Caesars Pizza,['Pizza'],Woodland,95695,38.6789251863956,-121.787115186453,2.5,8,$,iRobBi6t-h8VUBPd9ikcRg
Burger King,"['Burgers', 'Fast Food']",Woodland,95695,38.677105,-121.796608,2.0,17,$,8sev7SWfcAj5m14oAWqDAw
Mariscos El Pantano,['Mexican'],Woodland,95776,38.67667,-121.76494,2.0,40,$$,0ktXfv81_KtNk_yjbSExtQ
La Fogata Restaurant,['Mexican'],Woodland,95695,38.6771,-121.76921999999999,3.0,5,$,IGwrgUomTQzjR6H3fKi8xg
Subway,"['Sandwiches', 'Fast Food']",Woodland,95695,38.678073499999996,-121.7887892,4.0,24,$,fIHE0i8bVu-WMRRZnPqSzA
Jack in the Box,"['Fast Food', 'Breakfast & Brunch', 'Burgers']",Woodland,95776,38.6770967727431,-121.7649136,2.5,29,$,KZLsiwn6abhonaEHjadSig
Subway,"['Sandwiches', 'Fast Food']",Woodland,95695,38.6775649,-121.77143999999998,4.5,12,$,XILmYSmKe-vT5ljZckpIMA
El Taco Guerrero,['Mexican'],Woodland,95776,38.67711,-121.76451000000002,5.0,1,NAN,mkHi63BI8Z7CJt4k00Aysg
Bella Familia Wood Fired Pizza,"['Pizza', 'Food Trucks']",Rocklin,95677,38.7891616821289,-121.23558807373001,5.0,65,$$,EVcYhA7TwRNClJ-Hsz7oPA
Gyro Palace,['Mediterranean'],Woodland,95776,38.676759999999994,-121.73818999999999,4.5,179,$,ELTBXCf8yL51r79lL-iYGQ
Jinju Sushi,['Sushi Bars'],Woodland,95776,38.6739162367915,-121.746103010733,4.0,321,$$,F8OTgKUfDiGw_vB87MKR-Q
El Paisano Taco Truck,"['Mexican', 'Food Trucks']",Woodland,95776,38.676990999999994,-121.756744,4.0,209,$,cD_oddbnbrYYDou-TOnbwA
La Michoacana Taqueria,['Mexican'],Woodland,95776,38.67666,-121.7273,4.0,32,$,IA6421DbADkdJKQyFQuWrA
Black Bear Diner,"['Diners', 'Breakfast & Brunch', 'Burgers']",Woodland,95776,38.67672,-121.74991999999999,3.0,186,$$,Evtfhv1hGLEjdoK-dcq8VQ
Treasure Dragon Chinese Cuisine and Sushi,"['Chinese', 'Sushi Bars']",Woodland,95776,38.676629999999996,-121.73683999999999,2.5,132,$$,v0MbF_DyPKz-WalucgSPLg
Sonic Drive-In,"['Fast Food', 'Burgers', 'Ice Cream & Frozen Yogurt']",Woodland,95776,38.6767430493708,-121.74787179388599,2.5,165,$,8RKAclOhuMk5W9nQaM-CtQ
Applebee's Grill + Bar,"['American (Traditional)', 'Sports Bars', 'Burgers']",Woodland,95776,38.676790000000004,-121.73921200000001,2.0,109,$$,Gfhv28AoqT8TB7trobSuHw
Tacos El Paisano,['Mexican'],Woodland,95776,38.677009999999996,-121.7566,4.0,69,$,dIzav0dl8LscdyGbY2g_sg
I Love Teriyaki No 7,['Japanese'],Woodland,95776,38.674923,-121.74624299999999,3.0,70,$,-HycErxij9Lvjbb1HW8esg
Dickey's Barbecue Pit,"['Barbeque', 'American (Traditional)', 'Southern']",Woodland,95776,38.676669861977295,-121.746316657599,3.0,71,$$,iQSp_I-x4QhO8OQlduETLQ
Ann's Gluten Free Goodies,"['Gluten-Free', 'Bakeries']",Woodland,95776,38.6728187097964,-121.757368482649,5.0,2,NAN,1Oc6JjOSd_awsmjjJqQdTg
Jersey Mike's Subs,"['Sandwiches', 'Fast Food', 'Delis']",Woodland,95776,38.67658,-121.72916000000001,3.5,9,NAN,-pfOXjxdV2AyGxuaakvKWQ
Denny's,"['American (Traditional)', 'Breakfast & Brunch', 'Diners']",Woodland,95776,38.676821000000004,-121.748467164357,2.5,89,$,VzZ4I5s9MdM6A61mZqwy5Q
Taco Bell,"['Mexican', 'Fast Food', 'Tex-Mex']",Woodland,95776,38.676904,-121.74663999999999,3.0,24,$,vxvENqcB1THjJpO77Ieohg
Round Table Pizza,['Pizza'],Woodland,95776,38.676113,-121.745857,2.5,67,$$,tcjT9EOHixP7gep6hgIXNQ
McDonald's,"['Burgers', 'Fast Food', 'Coffee & Tea']",Woodland,95695,38.676714626271796,-121.75032734870899,2.0,49,$,MQ6rMBVWSEiba6ds49f_aQ
Jack in the Box,"['Fast Food', 'Breakfast & Brunch', 'Burgers']",Woodland,95776,38.6765679,-121.72791200000002,3.5,21,$,FlbsNx3xRFfzpJyYijm5Gg
